Date,Name,Month,ProcessedName
01-08-2016,pigmentGlass,January,pigment Glass
01-08-2016,puddleDots,January,puddle Dots
01-08-2016,sidewaysSmears,January,sideways Smears
01-09-2016,swanboatDreamCrusher,January,swanboat Dream Crusher
01-09-2016,deepbruiseThrobbing,January,deepbruise Throbbing
01-09-2016,spiltGrayOut,January,spilt Gray Out
01-09-2016,brickwallPulsar,January,brickwall Pulsar
01-09-2016,meltingSpumoni,January,melting Spumoni
01-09-2016,followingTheTangentialSplash,January,following The Tangential Splash
01-09-2016,icecreamCake,January,icecream Cake
01-09-2016,hangnailPustule,January,hangnail Pustule
01-09-2016,dustycanyonSunrise,January,dustycanyon Sunrise
01-09-2016,meltingSherbert,January,melting Sherbert
01-09-2016,deepbruiseThrobbing2,January,deepbruise Throbbing 2
01-10-2016,countryBorders,January,country Borders
01-10-2016,regurgitateyourselfLogo,January,regurgitateyourself Logo
01-11-2016,heatedCityAmbulance,January,heated City Ambulance
01-12-2016,thelookDeux,January,thelook Deux
01-12-2016,boneandsandColumn,January,boneandsand Column
01-12-2016,displayingTheCard,January,displaying The Card
01-12-2016,silencedByBarrel,January,silenced By Barrel
01-12-2016,communalControl,January,communal Control
01-13-2016,electricBoiBoi,January,electric Boi Boi
01-13-2016,processingYourQuestions,January,processing Your Questions
01-13-2016,succumbingtoRadiationSickness,January,succumbingto Radiation Sickness
01-13-2016,syrupZone,January,syrup Zone
01-13-2016,televisionFriedYourBrain,January,television Fried Your Brain
01-13-2016,testingContestant,January,testing Contestant
01-13-2016,zhivagoFadeout,January,zhivago Fadeout
01-13-2016,lightitupLikeTheCity,January,lightitup Like The City
01-13-2016,justbonesAtTheCore,January,justbones At The Core
01-13-2016,infencedcrackedOfSidewalkPeople,January,infencedcracked Of Sidewalk People
01-13-2016,heavierThanWhatsOutHere,January,heavier Than Whats Out Here
01-13-2016,drugSupermarket,January,drug Supermarket
01-13-2016,discussingTheBusSchedule,January,discussing The Bus Schedule
01-13-2016,decontaminationShower,January,decontamination Shower
01-13-2016,constructiveTeammateDiscussion,January,constructive Teammate Discussion
01-13-2016,95pounds,January,9 5pounds
01-13-2016,nearingOuterLimits,January,nearing Outer Limits
01-13-2016,momentsinsideThePassing,January,momentsinside The Passing
01-15-2016,stoletheirsoulsByWayOfAir,January,stoletheirsouls By Way Of Air
01-15-2016,madscientistPrototypePlans,January,madscientist Prototype Plans
01-15-2016,proceduralResearchWormhole,January,procedural Research Wormhole
01-15-2016,aspirationCloud,January,aspiration Cloud
01-15-2016,stoletheirsoulsByWayOfAir2,January,stoletheirsouls By Way Of Air 2
01-18-2016,satisfyingClimax,January,satisfying Climax
01-18-2016,salonConversationSpinner,January,salon Conversation Spinner
01-18-2016,talkingChessSmack,January,talking Chess Smack
01-18-2016,buildingOrgasm,January,building Orgasm
01-18-2016,tracingyourpastInYourDailyNightmare,January,tracingyourpast In Your Daily Nightmare
01-18-2016,reachingThePeak,January,reaching The Peak
01-19-2016,handsoftheTimeKeeper,January,handsofthe Time Keeper
01-19-2016,tronLoadingScreen,January,tron Loading Screen
01-19-2016,forseeingInternalChange,January,forseeing Internal Change
01-22-2016,plaidimpersonatingArgyle,January,plaidimpersonating Argyle
01-22-2016,digitalclawswipeSlicedInfection,January,digitalclawswipe Sliced Infection
01-22-2016,jewelmakerEyePiece,January,jewelmaker Eye Piece
01-26-2016,airplaneturbulenceGainingSpeed,January,airplaneturbulence Gaining Speed
01-26-2016,biomechanicalPlasmaReconstruction1,January,biomechanical Plasma Reconstruction 1
01-26-2016,dimensionalboatTowLine,January,dimensionalboat Tow Line
01-26-2016,evolvingSpecimenJar,January,evolving Specimen Jar
01-26-2016,greenelectromagneticCircleCreator,January,greenelectromagnetic Circle Creator
01-26-2016,matchheadInPocketCombustion,January,matchhead In Pocket Combustion
01-26-2016,portraitofcriticalthinkingInTheVoid,January,portraitofcriticalthinking In The Void
01-26-2016,thermalFrequencyMap,January,thermal Frequency Map
01-26-2016,thetableclothsTimelessStains,January,thetablecloths Timeless Stains
01-26-2016,vacuumsuckPartitionRoutine,January,vacuumsuck Partition Routine
01-26-2016,biomechanicalPlasmaReconstruction2,January,biomechanical Plasma Reconstruction 2
01-29-2016,watchmechanicsYouCanRelateTo,January,watchmechanics You Can Relate To
01-29-2016,churningbonechipsAndOrganicMatter,January,churningbonechips And Organic Matter
01-29-2016,trimPainting,January,trim Painting
01-29-2016,solitaryRhythmStudy,January,solitary Rhythm Study
01-29-2016,realizingTheSeverity,January,realizing The Severity
01-29-2016,radioBeatInfection,January,radio Beat Infection
01-29-2016,politicalPropaganda,January,political Propaganda
01-29-2016,ponderingTheClockPiece,January,pondering The Clock Piece
01-29-2016,nervousSystemGlitch,January,nervous System Glitch
01-29-2016,mullingoverTheCrimeScene,January,mullingover The Crime Scene
01-29-2016,komodoScheming,January,komodo Scheming
01-29-2016,gettingwetForTheFirstTime,January,gettingwet For The First Time
01-29-2016,dailywalkToTheGrinder,January,dailywalk To The Grinder
01-29-2016,paintingmemoryPassingAlongTheHorizon,January,paintingmemory Passing Along The Horizon
02-01-2016,goldenDirection,February,golden Direction
02-01-2016,vertebraeFluid,February,vertebrae Fluid
02-01-2016,showercurtainPeek,February,showercurtain Peek
02-01-2016,leftoverEvidence,February,leftover Evidence
02-01-2016,conversationMines,February,conversation Mines
02-01-2016,justaboveGrasslandSoil,February,justabove Grassland Soil
02-02-2016,ideaWorm,February,idea Worm
02-02-2016,digitalflakeLingerie2,February,digitalflake Lingerie 2
02-02-2016,digitalflakeLingerie1,February,digitalflake Lingerie 1
02-03-2016,realizinggametheoryBetweenBeats,February,realizinggametheory Between Beats
02-03-2016,hackingBeforeElectionDay,February,hacking Before Election Day
02-03-2016,thesecondInsideTheClick,February,thesecond Inside The Click
02-03-2016,fillinTheOval,February,fillin The Oval
02-03-2016,geopoliticalLiason,February,geopolitical Liason
02-03-2016,preconditioningBallotMachines,February,preconditioning Ballot Machines
02-03-2016,walkingChairs,February,walking Chairs
02-03-2016,mlkFile,February,mlk File
02-05-2016,recollectingFingerpaintSessions,February,recollecting Fingerpaint Sessions
02-05-2016,fashionCrosshair,February,fashion Crosshair
02-05-2016,twentysecondCenturyYachting2,February,twentysecond Century Yachting 2
02-05-2016,twentysecondCenturyYachting,February,twentysecond Century Yachting
02-05-2016,twentysecondCenturyYachting3,February,twentysecond Century Yachting 3
02-05-2016,drooolingalloverMySugarChin,February,drooolingallover My Sugar Chin
02-05-2016,fallingthroughIndigoBeams,February,fallingthrough Indigo Beams
02-05-2016,highlightedBlueBlood,February,highlighted Blue Blood
02-05-2016,rescanningFeedbackChannels,February,rescanning Feedback Channels
02-06-2016,temperedFeedbackLily,February,tempered Feedback Lily
02-09-2016,tealSandColumn,February,teal Sand Column
02-09-2016,arrowThroughLinen,February,arrow Through Linen
02-09-2016,compilingPossibleSunsets,February,compiling Possible Sunsets
02-09-2016,fifthblowToTheHead,February,fifthblow To The Head
02-09-2016,foldingedgesCreatingPotential,February,foldingedges Creating Potential
02-09-2016,plowingReels,February,plowing Reels
02-09-2016,rhombusSky,February,rhombus Sky
02-09-2016,snowColors,February,snow Colors
02-09-2016,washingoverTheLines,February,washingover The Lines
02-09-2016,sidestepBetweenVeils,February,sidestep Between Veils
02-19-2016,oceanbottomMinerals,February,oceanbottom Minerals
02-19-2016,texturingNewBeads,February,texturing New Beads
02-19-2016,teacherspurseHighlightersBurst,February,teacherspurse Highlighters Burst
02-19-2016,sunbeamsthroughCrystalWater,February,sunbeamsthrough Crystal Water
02-19-2016,sequencedWatermelonJuices,February,sequenced Watermelon Juices
02-19-2016,sectionedpastelGlassPanels,February,sectionedpastel Glass Panels
02-19-2016,seaBetweenMuscles,February,sea Between Muscles
02-19-2016,roundeddomeBead,February,roundeddome Bead
02-19-2016,raspberryStrudel,February,raspberry Strudel
02-19-2016,purple-eyesightCloudedByFloaters,February,purple-eyesight Clouded By Floaters
02-19-2016,triangleInterjection,February,triangle Interjection
02-19-2016,pulledtopStaticInside,February,pulledtop Static Inside
02-19-2016,pouringColoredGlass,February,pouring Colored Glass
02-19-2016,popinMidThread,February,popin Mid Thread
02-19-2016,overjuicedNeoGeo,February,overjuiced Neo Geo
02-19-2016,organiccurtainBetweenReality,February,organiccurtain Between Reality
02-19-2016,orange-eyesightCloudedByFloaters,February,orange-eyesight Clouded By Floaters
02-19-2016,greenBuns,February,green Buns
02-19-2016,nexusPuddles,February,nexus Puddles
02-19-2016,lookthroughtheclosetAtTheRedLight,February,lookthroughthecloset At The Red Light
02-19-2016,leadWaterDrops,February,lead Water Drops
02-19-2016,problemsolvingAnalogousPain,February,problemsolving Analogous Pain
02-19-2016,inonestateThenBecomingPassive,February,inonestate Then Becoming Passive
02-19-2016,unboundPotential,February,unbound Potential
02-19-2016,incomingmessageFromTheBeingInside,February,incomingmessage From The Being Inside
02-19-2016,abnormalgrowthAroundTheJelly,February,abnormalgrowth Around The Jelly
02-19-2016,bakingLayeredCake,February,baking Layered Cake
02-19-2016,burningstaticholesAdjacentToMemories,February,burningstaticholes Adjacent To Memories
02-19-2016,carnivalLights,February,carnival Lights
02-19-2016,fromdotsToFish,February,fromdots To Fish
02-19-2016,underwaterOrbitalPocketsOfOil,February,underwater Orbital Pockets Of Oil
02-21-2016,realizationItsAllOrigami,February,realization Its All Origami
02-22-2016,marchingTogether,February,marching Together
02-22-2016,lightlyappliedOrangeGarnish,February,lightlyapplied Orange Garnish
02-22-2016,infectedCuticle,February,infected Cuticle
02-22-2016,hungoverClouds,February,hungover Clouds
02-22-2016,carpetWaves,February,carpet Waves
02-23-2016,bosnianShadow2,February,bosnian Shadow 2
02-23-2016,breathingbetweenCrosshairedSeconds,February,breathingbetween Crosshaired Seconds
02-23-2016,hollowtipAcceptance,February,hollowtip Acceptance
02-23-2016,allavenuesLeadToShallowGraves,February,allavenues Lead To Shallow Graves
02-23-2016,wartimeSmokes,February,wartime Smokes
02-23-2016,bosnianShadow1,February,bosnian Shadow 1
02-23-2016,themomentWeWillAllShare,February,themoment We Will All Share
02-24-2016,shaderTremor,February,shader Tremor
02-24-2016,squidImpressions,February,squid Impressions
02-24-2016,unevenpaintingWithTheFlu,February,unevenpainting With The Flu
02-24-2016,leafygreenCitrusEdge2,February,leafygreen Citrus Edge 2
02-24-2016,asyoudriftOutsideYourself,February,asyoudrift Outside Yourself
02-24-2016,cerebellumStrain,February,cerebellum Strain
02-24-2016,channelingPortalsInEther,February,channeling Portals In Ether
02-24-2016,droppedPowderPigment,February,dropped Powder Pigment
02-24-2016,fridgeBurning,February,fridge Burning
02-24-2016,hydratingPores,February,hydrating Pores
02-24-2016,insideTheStem,February,inside The Stem
02-24-2016,leafygreenCitrusEdge,February,leafygreen Citrus Edge
02-24-2016,routineBloodSample,February,routine Blood Sample
02-26-2016,thoughtburningDoctorWallpaper,February,thoughtburning Doctor Wallpaper
02-26-2016,parasiteDrilling3,February,parasite Drilling 3
02-26-2016,parasiteDrilling,February,parasite Drilling
02-26-2016,dispelledEyebrows,February,dispelled Eyebrows
02-26-2016,parasiteDrilling2,February,parasite Drilling 2
02-27-2016,dissociatedWorldWideNeglect,February,dissociated World Wide Neglect
02-27-2016,dovetailedLinenWeave,February,dovetailed Linen Weave
02-27-2016,peelingbackTheSlinkyLayer,February,peelingback The Slinky Layer
02-29-2016,offsetCentriclePlacemat,February,offset Centricle Placemat
02-29-2016,surfaceNoise2,February,surface Noise 2
02-29-2016,surfaceNoise1,February,surface Noise 1
02-29-2016,splittingraysInsideThePrism,February,splittingrays Inside The Prism
02-29-2016,snowstormMemories,February,snowstorm Memories
02-29-2016,sawedgeBulge,February,sawedge Bulge
02-29-2016,minimalBreakfast,February,minimal Breakfast
02-29-2016,beforeGingivitis,February,before Gingivitis
02-29-2016,humanConversation,February,human Conversation
02-29-2016,grindingcartridgesIntoStaticAir,February,grindingcartridges Into Static Air
02-29-2016,fruitBasket,February,fruit Basket
02-29-2016,electrifiedScaffolding,February,electrified Scaffolding
02-29-2016,curiousRedAndBlue,February,curious Red And Blue
02-29-2016,angledPerspectiveStaircase,February,angled Perspective Staircase
02-29-2016,humidLongGrass,February,humid Long Grass
02-29-2016,plantMorphology1,February,plant Morphology 1
03-05-2016,g,March,g
03-05-2016,theWall,March,the Wall
03-07-2016,ghostsLeavingTracesInStatic,March,ghosts Leaving Traces In Static
03-07-2016,humanisticMachineMalfunction,March,humanistic Machine Malfunction
03-07-2016,infinitepromisesWithNoRelief,March,infinitepromises With No Relief
03-07-2016,westpeabodySpeedway[long],March,westpeabody Speedway[long]
03-07-2016,westpeabodySpeedway,March,westpeabody Speedway
03-07-2016,tomTryTheShavingMachine,March,tom Try The Shaving Machine
03-07-2016,thirtythreeDrainYears,March,thirtythree Drain Years
03-07-2016,sortingmadnessPhysicallyAndMentally,March,sortingmadness Physically And Mentally
03-07-2016,peopleAround,March,people Around
03-07-2016,spoiledLeather,March,spoiled Leather
03-07-2016,nameOverNumbers,March,name Over Numbers
03-07-2016,leatherLeftTown,March,leather Left Town
03-07-2016,leatherJobSecurity,March,leather Job Security
03-07-2016,itcameDownTo,March,itcame Down To
03-07-2016,fingerTips,March,finger Tips
03-07-2016,nobodyTransformation,March,nobody Transformation
03-08-2016,fadingpainThroughActiveAccessories,March,fadingpain Through Active Accessories
03-08-2016,bubbleInsideTheBend,March,bubble Inside The Bend
03-08-2016,coldrainWindAndWhispers,March,coldrain Wind And Whispers
03-08-2016,crtSheets,March,crt Sheets
03-08-2016,emulsifyingCaterpillar,March,emulsifying Caterpillar
03-08-2016,freonComeUp,March,freon Come Up
03-08-2016,gumWork,March,gum Work
03-08-2016,mainlingFreon,March,mainling Freon
03-08-2016,oozePatterns,March,ooze Patterns
03-08-2016,symptomsofRadioactiveFallout,March,symptomsof Radioactive Fallout
03-09-2016,frogBrows,March,frog Brows
03-09-2016,lifeAsThePulse,March,life As The Pulse
03-09-2016,moment2moment,March,moment 2moment
03-10-2016,tickTeamwork,March,tick Teamwork
03-10-2016,nephropidaeMessages,March,nephropidae Messages
03-10-2016,notlocatedOnTheMap,March,notlocated On The Map
03-10-2016,paralleldimensionExistentDecision,March,paralleldimension Existent Decision
03-10-2016,rainyroofDemo,March,rainyroof Demo
03-10-2016,seasideEvolutions,March,seaside Evolutions
03-10-2016,stringyNeuronJuices,March,stringy Neuron Juices
03-10-2016,spiritanimalPunchCards,March,spiritanimal Punch Cards
03-10-2016,wrappingPaper,March,wrapping Paper
03-10-2016,succumbtoTheFly,March,succumbto The Fly
03-10-2016,surfacingThoughts,March,surfacing Thoughts
03-10-2016,taperFriends,March,taper Friends
03-10-2016,thinlineofairWithinTheBloodline,March,thinlineofair Within The Bloodline
03-10-2016,sleepdeprivationAccomplishment,March,sleepdeprivation Accomplishment
03-10-2016,lysergicStove,March,lysergic Stove
03-10-2016,lynnFireSpirit,March,lynn Fire Spirit
03-10-2016,amphibiousHuman,March,amphibious Human
03-10-2016,losingcontrolOfMemories,March,losingcontrol Of Memories
03-10-2016,knowinglyCannibalizeYourself,March,knowingly Cannibalize Yourself
03-10-2016,handstogetherAsTheyDriftBeyond,March,handstogether As They Drift Beyond
03-10-2016,gooNutrients,March,goo Nutrients
03-10-2016,germPendant,March,germ Pendant
03-10-2016,fountainheadmemoriesFallenFromThePlume,March,fountainheadmemories Fallen From The Plume
03-10-2016,focusItIsJustWater,March,focus It Is Just Water
03-10-2016,consciousUnderTheoreticalRubble,March,conscious Under Theoretical Rubble
03-10-2016,carribeanbluePuddlesOfGold,March,carribeanblue Puddles Of Gold
03-10-2016,burningthroughTheMorningAlarm,March,burningthrough The Morning Alarm
03-10-2016,burningCocaLeaves,March,burning Coca Leaves
03-10-2016,breakingthroughLettingGuiltGo,March,breakingthrough Letting Guilt Go
03-11-2016,weekendSmokes,March,weekend Smokes
03-11-2016,slidingthroughTheLastMemories,March,slidingthrough The Last Memories
03-11-2016,punchmirrorsGetCars,March,punchmirrors Get Cars
03-11-2016,boysenberryNephew,March,boysenberry Nephew
03-11-2016,missingGram,March,missing Gram
03-11-2016,lastmomentFadingToTape,March,lastmoment Fading To Tape
03-11-2016,boysenberryNeice,March,boysenberry Neice
03-11-2016,onepieceManyOverlords,March,onepiece Many Overlords
03-12-2016,beginningToEnd,March,beginning To End
03-12-2016,distantObserver,March,distant Observer
03-20-2016,orangelemonPulseSetting,March,orangelemon Pulse Setting
03-20-2016,peeringspotlightBeneathTheWaterline,March,peeringspotlight Beneath The Waterline
03-20-2016,blueraspberryPulseSetting,March,blueraspberry Pulse Setting
03-20-2016,smoochWall,March,smooch Wall
03-21-2016,honeyBlueSpike,March,honey Blue Spike
03-21-2016,importingVirus,March,importing Virus
03-24-2016,blackdiamondInsanityCliffs,March,blackdiamond Insanity Cliffs
03-24-2016,diamondRager,March,diamond Rager
03-24-2016,purpleAppleStar,March,purple Apple Star
03-24-2016,smokeygameShowShag,March,smokeygame Show Shag
03-24-2016,summertimeStarburstTheory,March,summertime Starburst Theory
03-24-2016,pleasewaitTheOperatorIsWaiting,March,pleasewait The Operator Is Waiting
03-26-2016,portraitFromTheWind,March,portrait From The Wind
03-26-2016,skinInfection,March,skin Infection
03-26-2016,wadingThroughHeritage,March,wading Through Heritage
03-27-2016,invertedPinnacleSeriesMelt,March,inverted Pinnacle Series Melt
03-27-2016,personalgooContainedConversation,March,personalgoo Contained Conversation
03-30-2016,possiblegemsObscuredBySunlight,March,possiblegems Obscured By Sunlight
03-30-2016,algaeMoonRocks,March,algae Moon Rocks
03-30-2016,colorPanic,March,color Panic
03-30-2016,innerflameAccentNotes,March,innerflame Accent Notes
03-30-2016,newageVideo,March,newage Video
03-30-2016,peopleWithinZags,March,people Within Zags
03-31-2016,tokyoDigital1,March,tokyo Digital 1
03-31-2016,scopingcommunicationsLQ861,March,scopingcommunications L Q 8 6 1
03-31-2016,streamlinedHumanReview,March,streamlined Human Review
03-31-2016,combustedIntoCalmness,March,combusted Into Calmness
03-31-2016,desertSandRider,March,desert Sand Rider
03-31-2016,dyspneaDarkenedByBars,March,dyspnea Darkened By Bars
03-31-2016,nestswithinburrowsWithinTimeWebs,March,nestswithinburrows Within Time Webs
03-31-2016,tokyoDigital2,March,tokyo Digital 2
03-31-2016,personalValveSplinter,March,personal Valve Splinter
03-31-2016,undercurrentportraitsFallenThroughCracksInfTheVoid,March,undercurrentportraits Fallen Through Cracks Inf The Void
03-31-2016,tokyoDigital3,March,tokyo Digital 3
04-01-2016,inhalingEvergladeSilt,April,inhaling Everglade Silt
04-01-2016,muddyfingerprintLeftBehind,April,muddyfingerprint Left Behind
04-01-2016,transitdoorlipClaretPuddles,April,transitdoorlip Claret Puddles
04-09-2016,skinOils,April,skin Oils
04-09-2016,zenithWatermark,April,zenith Watermark
04-09-2016,variousAntennaDesigns ,April,various Antenna Designs 
04-09-2016,underneathTheSyringe,April,underneath The Syringe
04-09-2016,nailUnderNails,April,nail Under Nails
04-09-2016,inkTears,April,ink Tears
04-09-2016,kidneyBeans,April,kidney Beans
04-09-2016,dimensionalghoulsBehindBars,April,dimensionalghouls Behind Bars
04-09-2016,decisionsUnfounded,April,decisions Unfounded
04-09-2016,combDiamonds,April,comb Diamonds
04-09-2016,causticCraniumFluid,April,caustic Cranium Fluid
04-09-2016,batteryacidInMyVeins,April,batteryacid In My Veins
04-09-2016,greenstainWaterTouchup,April,greenstain Water Touchup
04-14-2016,momentaryemotionalcollapseDescribedAsBlurredDots,April,momentaryemotionalcollapse Described As Blurred Dots
04-14-2016,moonslitSkylight,April,moonslit Skylight
04-14-2016,overgrownBuds,April,overgrown Buds
04-14-2016,psychologicalUptick,April,psychological Uptick
04-15-2016,neonblueInMyOrange,April,neonblue In My Orange
04-15-2016,signatureInkPinwheel,April,signature Ink Pinwheel
04-15-2016,gesturesFromTheOpenWindow,April,gestures From The Open Window
04-15-2016,thepathsWeChoose,April,thepaths We Choose
04-15-2016,wipingwindshieldTimeDust,April,wipingwindshield Time Dust
04-15-2016,signatureInkPinwheel_1,April,signature Ink Pinwheel_ 1
04-15-2016,livingWithTheRhombus,April,living With The Rhombus
04-15-2016,timelapseSpringTulip,April,timelapse Spring Tulip
04-15-2016,insertbeingToBePulverized,April,insertbeing To Be Pulverized
04-15-2016,graylevelJellySlices,April,graylevel Jelly Slices
04-15-2016,waterfringeFireflyIllusion,April,waterfringe Firefly Illusion
04-15-2016,elephanttrunkMoldGrowth,April,elephanttrunk Mold Growth
04-15-2016,betweeneverylineIsTransitionalLanguageColor,April,betweeneveryline Is Transitional Language Color
04-15-2016,lettingtimeUnfoldNaturally,April,lettingtime Unfold Naturally
04-15-2016,collapseIntoStaticThinking,April,collapse Into Static Thinking
04-16-2016,adjacentExistenceBlobs,April,adjacent Existence Blobs
04-16-2016,allowingnewEmotionsToInvade,April,allowingnew Emotions To Invade
04-16-2016,argugingUntilNumb,April,arguging Until Numb
04-16-2016,cauterizingLaser,April,cauterizing Laser
04-16-2016,donningTheMindset,April,donning The Mindset
04-16-2016,flitToxicOxygen,April,flit Toxic Oxygen
04-16-2016,humanpatternobservationWhileAgainstTheWall,April,humanpatternobservation While Against The Wall
04-16-2016,overridingImpulsiveness,April,overriding Impulsiveness
04-16-2016,pleasewaitWhileMemoriesDissipate,April,pleasewait While Memories Dissipate
04-16-2016,smokeyAisle,April,smokey Aisle
04-16-2016,threadingofinsanityFoundInDailyConversation,April,threadingofinsanity Found In Daily Conversation
04-16-2016,whennewEmotionsDerailTheVoid,April,whennew Emotions Derail The Void
04-16-2016,flashlightAgainstSkin,April,flashlight Against Skin
04-16-2016,fallingvictimtoMonochromeIdeology,April,fallingvictimto Monochrome Ideology
04-17-2016,voidedKinglet,April,voided Kinglet
04-17-2016,adumbratedSelfImposedGhosts,April,adumbrated Self Imposed Ghosts
04-17-2016,voidedBluebird,April,voided Bluebird
04-17-2016,prehistoricPlatePortal,April,prehistoric Plate Portal
04-17-2016,mappingoutTheVoidFrontier,April,mappingout The Void Frontier
04-17-2016,larynxColumn,April,larynx Column
04-17-2016,cytotoxictherapyTheCellFromTheInside,April,cytotoxictherapy The Cell From The Inside
04-17-2016,ghostpushNightcrawler,April,ghostpush Nightcrawler
04-17-2016,findingtheinnerMomentaryAnthesis,April,findingtheinner Momentary Anthesis
04-17-2016,blackmarkDuringTheParty,April,blackmark During The Party
04-17-2016,allchoicesLeadToThePinhead,April,allchoices Lead To The Pinhead
04-17-2016,impactOnLiftoff,April,impact On Liftoff
04-18-2016,MLKwob1,April,M L Kwob 1
04-18-2016,abridgedoptionFadingLikeSmoke,April,abridgedoption Fading Like Smoke
04-18-2016,bathroomWallpaperHallucination,April,bathroom Wallpaper Hallucination
04-18-2016,bloodleftbehindOnTheForgery,April,bloodleftbehind On The Forgery
04-18-2016,cardinalhopeDuringIncarceration,April,cardinalhope During Incarceration
04-18-2016,cleftDimensionPaneling,April,cleft Dimension Paneling
04-18-2016,dreamsInsideNightmares,April,dreams Inside Nightmares
04-18-2016,dualBrian,April,dual Brian
04-18-2016,edwardCurtis1,April,edward Curtis 1
04-18-2016,endogenousvoicesShapingOneself,April,endogenousvoices Shaping Oneself
04-18-2016,fugaciousReverie,April,fugacious Reverie
04-18-2016,fumbledliquidpaperWhileForgingDocuments,April,fumbledliquidpaper While Forging Documents
04-18-2016,incipientSeasonals,April,incipient Seasonals
04-18-2016,meltingSpacePop,April,melting Space Pop
04-18-2016,passionPairedPatience,April,passion Paired Patience
04-18-2016,realisticestimatesofhowtoconstructthehouseWhileTheWindowIsOpen,April,realisticestimatesofhowtoconstructthehouse While The Window Is Open
04-18-2016,slipperyWithoutExit,April,slippery Without Exit
04-18-2016,vacillatedPhasology,April,vacillated Phasology
04-18-2016,watermelonTiger,April,watermelon Tiger
04-18-2016,wobwhipWaffleBatter,April,wobwhip Waffle Batter
04-18-2016,floweringPotentialInTeal,April,flowering Potential In Teal
04-18-2016,intimateTrustBeacon,April,intimate Trust Beacon
04-18-2016,postpartyChampagneCRT,April,postparty Champagne C R T
04-19-2016,achillescutPullAcrossTheLineWithYourTeeth,April,achillescut Pull Across The Line With Your Teeth
04-19-2016,conflictsegreationWhatIsNext,April,conflictsegreation What Is Next
04-19-2016,diagnosisShock,April,diagnosis Shock
04-19-2016,flexureBarsWithin,April,flexure Bars Within
04-19-2016,handCaligraphyStudy,April,hand Caligraphy Study
04-19-2016,huffoidDusting1,April,huffoid Dusting 1
04-19-2016,internalDamageControl,April,internal Damage Control
04-19-2016,layertrajectorChapterByChapter,April,layertrajector Chapter By Chapter
04-19-2016,lostBoundDegrees,April,lost Bound Degrees
04-19-2016,pagemasterWisps,April,pagemaster Wisps
04-19-2016,radiatorSherbert,April,radiator Sherbert
04-19-2016,rasteredDiety,April,rastered Diety
04-19-2016,rearrangedMyViews,April,rearranged My Views
04-19-2016,reassessingTheMovesYourMaking,April,reassessing The Moves Your Making
04-19-2016,rimaCaveIn,April,rima Cave In
04-19-2016,sidewalkFlower,April,sidewalk Flower
04-19-2016,sunshadeBlindsInside,April,sunshade Blinds Inside
04-19-2016,tangerineSquish,April,tangerine Squish
04-19-2016,tearPaints,April,tear Paints
04-19-2016,thedecentplungeRockBottom,April,thedecentplunge Rock Bottom
04-19-2016,thesquiggleThatDefinedItAll,April,thesquiggle That Defined It All
04-19-2016,trappedunderneathObsessiveOverscans,April,trappedunderneath Obsessive Overscans
04-19-2016,unconsciousSalivaStains,April,unconscious Saliva Stains
04-19-2016,unprofitableArt,April,unprofitable Art
04-19-2016,yenBottoms,April,yen Bottoms
04-19-2016,ambidextrousPenmanship,April,ambidextrous Penmanship
04-19-2016,cantdecideifitsokToPickUpMyAlterEgo,April,cantdecideifitsok To Pick Up My Alter Ego
